Magnitude, Longitude, Latitude, Depth, Year, Month, Day, Error
5.7, -96.63, 34.45, 0, 1882, 10, 22, 0.
2.68, -96.800, 36.000, 0, 1900, 12, 1, 0.500
1.35, -96.800, 36.000, 0, 1901, 04, 01, 0.500
1.35, -96.800, 36.000, 0, 1901, 04, 08, 0.500
2.02, -97.700, 35.700, 0, 1908, 07, 19, 0.500
1.35, -98.000, 35.500, 0, 1910, 1, 1, 0.500
3.45, -95.300, 35.700, 0, 1915, 10, 08, 0.333
1.35, -95.800, 36.200, 0, 1915, 11, 08, 0.500
2.35, -97.700, 35.500, 0, 1918, 1, 1, 0.500
2.94, -98.000, 35.500, 0, 1918, 09, 10, 0.333
3.30, -98.000, 35.500, 0, 1918, 09, 11, 0.
3.39, -98.000, 35.500, 5, 1918, 09, 11, 0.192
2.94, -97.900, 35.500, 0, 1918, 09, 11, 0.333
1.68, -97.900, 35.500, 0, 1918, 09, 11, 0.500
2.02, -96.500, 36.300, 0, 1924, 06, 03, 0.500
3.96, -94.900, 35.600, 0, 1926, 01, 20, 0.333
3.96, -94.900, 35.600, 0, 1926, 06, 20, 0.333
3.64, -97.900, 35.500, 0, 1929, 12, 28, 0.333
2.78, -98.000, 35.500, 0, 1933, 08, 19, 0.220
3.45, -95.500, 33.900, 0, 1934, 04, 11, 0.220
3.90, -95.500, 33.900, 0, 1934, 04, 12, 0.
3.13, -95.200, 34.000, 0, 1936, 03, 14, 0.220
2.78, -102.900, 36.900, 0, 1936, 07, 12, 0.220
3.15, -96.900, 35.300, 0, 1937, 06, 08, 0.220
4.05, -96.400, 35.000, 0, 1939, 06, 01, 0.220
2.62, -99.000, 35.400, 0, 1941, 10, 18, 0.220
3.27, -97.900, 36.400, 0, 1942, 06, 12, 0.220
3.16, -97.900, 36.400, 5, 1942, 06, 12, 0.213
4.9, -97.92, 35.80, 0, 1952, 04, 09, 0.
2.88, -97.800, 35.400, 0, 1952, 04, 11, 0.240
3.45, -97.800, 35.400, 0, 1952, 04, 11, 0.220
3.45, -97.800, 35.400, 0, 1952, 04, 16, 0.220
3.45, -97.800, 35.400, 0, 1952, 04, 16, 0.220
3.48, -97.800, 35.400, 0, 1952, 06, 16, 0.240
3.28, -97.800, 35.400, 0, 1952, 07, 17, 0.240
3.28, -97.800, 35.400, 0, 1952, 07, 17, 0.240
3.48, -97.800, 35.400, 0, 1952, 08, 14, 0.240
3.48, -96.500, 35.100, 0, 1952, 10, 08, 0.240
3.08, -97.900, 35.400, 0, 1953, 03, 16, 0.240
3.42, -98.000, 35.600, 0, 1953, 03, 17, 0.220
3.42, -98.000, 35.600, 0, 1953, 03, 17, 0.220
3.48, -96.700, 34.700, 0, 1953, 06, 06, 0.240
2.65, -96.400, 35.100, 5, 1954, 04, 01, 0.515
3.48, -96.400, 35.000, 0, 1954, 04, 11, 0.240
3.48, -96.400, 35.000, 0, 1954, 04, 12, 0.240
3.48, -96.400, 35.100, 0, 1954, 04, 13, 0.240
3.58, -97.300, 35.400, 0, 1956, 02, 16, 0.220
3.32, -95.600, 34.200, 0, 1956, 04, 02, 0.220
4.39, -95.900, 36.200, 0, 1956, 10, 30, 0.35
3.58, -96.700, 34.700, 0, 1959, 06, 15, 0.220
3.86, -98.060, 34.640, 5, 1959, 06, 17, 0.220
3.62, -96.700, 34.800, 5, 1959, 07, 15, 0.206
3.48, -95.500, 34.900, 0, 1961, 01, 11, 0.240
3.48, -95.000, 34.600, 0, 1961, 04, 26, 0.240
2.68, -95.000, 34.600, 0, 1961, 04, 27, 0.240
2.68, -95.000, 34.600, 0, 1961, 04, 27, 0.240
3.78, -95.300, 34.900, 0, 1961, 04, 27, 0.240
2.98, -98.600, 35.300, 0, 1962, 04, 28, 0.240
2.85, -95.400, 35.100, 0, 1962, 05, 18, 0.250
3.31, -97.400, 34.800, 0, 1962, 08, 10, 0.250
3.00, -96.000, 35.200, 0, 1962, 09, 01, 0.250
3.31, -98.400, 34.700, 0, 1962, 09, 07, 0.250
3.08, -98.500, 35.000, 0, 1962, 10, 23, 0.250
3.00, -98.200, 34.700, 0, 1963, 02, 02, 0.250
2.78, -95.900, 34.600, 0, 1963, 03, 13, 0.240
3.15, -96.400, 34.300, 0, 1963, 05, 07, 0.250
2.77, -96.800, 34.700, 0, 1963, 06, 05, 0.250
2.85, -96.800, 34.700, 0, 1963, 06, 12, 0.250
2.85, -97.700, 35.000, 0, 1963, 07, 14, 0.250
2.26, -99.100, 35.100, 5, 1964, 02, 02, 0.221
3.88, -99.700, 35.100, 0, 1964, 02, 02, 0.240
2.78, -97.700, 36.100, 0, 1965, 10, 10, 0.240
3.48, -95.550, 34.850, 0, 1968, 01, 04, 0.240
2.30, -96.400, 34.000, 0, 1968, 10, 11, 0.
1.90, -96.400, 34.000, 0, 1968, 10, 11, 0.
2.80, -96.400, 34.000, 0, 1968, 10, 11, 0.
2.40, -96.400, 34.000, 0, 1968, 10, 11, 0.
2.28, -96.400, 34.000, 0, 1968, 10, 12, 0.240
3.18, -96.800, 34.000, 0, 1968, 10, 14, 0.240
2.48, -96.400, 34.000, 0, 1968, 10, 18, 0.240
2.60, -96.800, 34.000, 0, 1968, 11, 15, 0.
3.18, -96.300, 34.200, 0, 1969, 04, 13, 0.240
2.98, -96.310, 35.290, 8, 1969, 05, 02, 0.240
2.68, -97.800, 34.800, 0, 1969, 05, 30, 0.240
2.77, -94.900, 35.100, 0, 1971, 03, 01, 0.250
2.38, -95.800, 35.200, 0, 1971, 03, 13, 0.240
2.38, -98.000, 36.400, 0, 1973, 01, 10, 0.240
2.78, -94.700, 35.000, 0, 1973, 11, 18, 0.240
2.20, -97.030, 36.800, 5, 1974, 01, 03, 0.173
2.28, -97.300, 34.200, 0, 1974, 05, 10, 0.240
2.70, -96.700, 34.800, 0, 1974, 11, 10, 0.
2.02, -97.470, 35.400, 15, 1974, 12, 16, 0.500
2.90, -95.300, 35.600, 0, 1975, 03, 31, 0.
2.90, -96.500, 34.200, 0, 1975, 06, 16, 0.
2.88, -97.220, 34.130, 5, 1975, 09, 13, 0.240
2.88, -97.700, 35.500, 5, 1975, 10, 12, 0.240
2.70, -96.800, 35.300, 0, 1975, 10, 30, 0.
3.18, -97.420, 34.680, 14, 1975, 11, 29, 0.240
2.18, -97.400, 34.100, 0, 1975, 12, 19, 0.240
2.68, -95.600, 35.430, 5, 1976, 03, 16, 0.500
1.78, -102.250, 36.680, 0, 1976, 03, 30, 0.240
3.35, -102.250, 36.680, 5, 1976, 03, 30, 0.500
2.38, -102.250, 36.680, 5, 1976, 03, 30, 0.240
3.08, -99.840, 36.160, 14, 1976, 04, 16, 0.240
2.08, -97.400, 34.100, 0, 1976, 04, 17, 0.240
3.18, -99.790, 36.040, 8, 1976, 04, 19, 0.240
2.38, -97.400, 34.100, 0, 1976, 06, 23, 0.240
1.40, -97.400, 34.100, 0, 1976, 06, 24, 0.
2.02, -97.400, 34.160, 0, 1976, 09, 20, 0.500
2.18, -96.120, 34.750, 0, 1976, 10, 20, 0.240
2.68, -97.060, 35.380, 5, 1976, 10, 22, 0.240
2.68, -97.060, 36.380, 0, 1976, 10, 22, 0.240
2.58, -95.730, 34.920, 5, 1976, 12, 19, 0.240
1.88, -96.730, 34.700, 5, 1977, 01, 06, 0.240
1.58, -97.370, 34.060, 5, 1977, 02, 04, 0.240
1.58, -97.370, 34.060, 5, 1977, 02, 10, 0.240
2.41, -96.625, 34.994, 5, 1977, 03, 12, 0.147
2.02, -97.370, 34.060, 5, 1977, 03, 26, 0.500
1.58, -97.360, 34.040, 5, 1977, 06, 16, 0.240
2.24, -97.444, 33.909, 5, 1977, 06, 16, 0.313
2.18, -96.960, 34.190, 5, 1977, 06, 30, 0.240
2.18, -95.240, 33.950, 5, 1977, 09, 12, 0.240
2.22, -99.003, 34.535, 5, 1978, 02, 21, 0.150
2.27, -96.278, 35.086, 5, 1978, 03, 03, 0.149
2.58, -95.000, 34.700, 7, 1978, 03, 05, 0.240
2.28, -97.380, 34.010, 5, 1978, 03, 09, 0.240
2.36, -96.057, 34.635, 5, 1978, 04, 02, 0.148
1.98, -97.910, 35.530, 5, 1978, 05, 17, 0.240
2.38, -97.950, 35.500, 5, 1978, 05, 18, 0.240
1.78, -97.830, 35.600, 5, 1978, 05, 18, 0.240
2.53, -99.935, 36.073, 5, 1978, 08, 06, 0.148
2.23, -97.866, 35.519, 5, 1978, 09, 26, 0.189
2.26, -97.477, 33.883, 5, 1978, 09, 27, 0.192
2.28, -97.380, 34.920, 5, 1979, 01, 29, 0.240
2.18, -97.160, 34.670, 5, 1979, 02, 04, 0.240
1.70, -97.850, 35.420, 5, 1979, 03, 13, 0.
2.68, -97.830, 35.500, 5, 1979, 03, 14, 0.500
3.35, -97.780, 35.520, 5, 1979, 03, 14, 0.500
2.22, -98.108, 35.418, 5, 1979, 03, 18, 0.191
2.26, -98.155, 35.418, 5, 1979, 03, 18, 0.192
2.18, -98.110, 35.420, 5, 1979, 03, 18, 0.240
2.58, -98.120, 35.380, 5, 1979, 03, 18, 0.240
2.18, -98.110, 35.390, 5, 1979, 03, 18, 0.240
2.02, -97.450, 34.100, 5, 1979, 03, 18, 0.500
2.18, -98.110, 35.400, 5, 1979, 03, 19, 0.240
2.24, -97.440, 34.022, 5, 1979, 03, 23, 0.313
2.02, -97.470, 34.030, 4, 1979, 05, 22, 0.500
2.68, -99.760, 35.220, 2, 1979, 06, 07, 0.240
2.29, -97.978, 35.705, 5, 1979, 07, 04, 0.189
2.18, -97.510, 36.070, 5, 1979, 07, 24, 0.240
2.38, -97.550, 33.970, 5, 1979, 07, 25, 0.240
2.18, -97.300, 36.090, 5, 1979, 07, 31, 0.240
3.08, -99.470, 35.190, 1, 1979, 09, 13, 0.240
2.18, -98.000, 35.340, 5, 1979, 09, 16, 0.240
2.18, -97.970, 35.320, 5, 1979, 09, 17, 0.240
2.23, -96.432, 34.502, 5, 1979, 10, 21, 0.149
2.98, -98.410, 35.630, 5, 1979, 11, 27, 0.240
2.18, -97.350, 33.990, 5, 1979, 12, 09, 0.240
2.50, -98.740, 35.160, 5, 1979, 12, 16, 0.
2.02, -97.450, 34.050, 5, 1980, 02, 05, 0.500
1.98, -97.450, 34.050, 5, 1980, 02, 15, 0.240
2.28, -97.644, 34.980, 5, 1980, 03, 19, 0.191
2.28, -99.390, 35.510, 5, 1980, 05, 30, 0.240
2.34, -97.983, 35.402, 5, 1980, 06, 06, 0.149
2.18, -97.350, 34.000, 5, 1980, 07, 08, 0.240
2.88, -99.700, 35.180, 5, 1980, 07, 18, 0.240
2.55, -97.588, 34.096, 5, 1980, 08, 05, 0.297
2.02, -97.840, 35.470, 8, 1980, 11, 01, 0.500
2.68, -97.760, 35.460, 1, 1980, 11, 02, 0.240
2.18, -95.990, 35.380, 5, 1980, 11, 22, 0.240
2.08, -97.280, 33.910, 5, 1980, 12, 05, 0.240
2.76, -97.464, 34.855, 5, 1980, 12, 17, 0.147
2.24, -99.202, 35.707, 5, 1981, 02, 20, 0.149
2.21, -97.961, 35.601, 5, 1981, 03, 08, 0.149
2.18, -97.550, 34.950, 5, 1981, 07, 01, 0.240
2.36, -97.651, 34.955, 5, 1981, 07, 09, 0.187
1.88, -97.750, 34.880, 5, 1981, 07, 11, 0.240
3.18, -97.730, 34.850, 5, 1981, 07, 11, 0.240
2.29, -98.531, 36.480, 5, 1981, 09, 06, 0.189
2.58, -97.660, 36.390, 5, 1981, 12, 17, 0.240
2.38, -98.030, 35.710, 5, 1982, 01, 15, 0.240
2.18, -98.040, 35.700, 5, 1982, 03, 13, 0.240
2.28, -98.226, 36.908, 5, 1982, 03, 15, 0.191
2.29, -97.608, 34.832, 5, 1982, 03, 15, 0.189
2.26, -97.600, 34.780, 5, 1982, 03, 15, 0.190
2.26, -98.805, 34.593, 5, 1982, 03, 16, 0.192
2.26, -96.399, 34.729, 5, 1982, 03, 23, 0.150
2.78, -96.470, 33.990, 5, 1982, 05, 03, 0.240
2.38, -96.230, 34.470, 5, 1982, 08, 18, 0.240
2.18, -97.340, 34.010, 5, 1982, 09, 08, 0.240
2.34, -98.429, 34.894, 5, 1982, 09, 22, 0.149
2.38, -97.380, 34.460, 5, 1982, 12, 14, 0.240
2.58, -97.580, 34.890, 5, 1982, 12, 19, 0.240
2.24, -94.950, 35.290, 5, 1982, 12, 19, 0.313
2.36, -96.256, 35.305, 5, 1982, 12, 20, 0.187
2.48, -97.930, 35.400, 5, 1982, 12, 22, 0.240
2.18, -98.107, 36.704, 4, 1983, 01, 10, 0.240
2.42, -96.202, 35.035, 13, 1983, 03, 10, 0.148
2.38, -100.196, 36.791, 5, 1983, 03, 11, 0.240
2.32, -96.557, 35.309, 5, 1983, 03, 13, 0.309
2.38, -98.360, 34.827, 5, 1983, 05, 15, 0.240
2.48, -99.883, 34.718, 5, 1983, 05, 16, 0.240
2.58, -97.405, 34.959, 5, 1983, 06, 21, 0.240
2.38, -96.519, 34.667, 5, 1983, 07, 05, 0.188
2.58, -96.888, 34.817, 5, 1983, 10, 23, 0.240
2.23, -99.620, 35.284, 5, 1983, 12, 29, 0.149
2.77, -95.580, 36.160, 5, 1984, 01, 06, 0.250
2.20, -96.690, 35.234, 5, 1984, 01, 23, 0.190
2.48, -96.370, 35.030, 5, 1984, 01, 24, 0.240
2.88, -97.360, 34.670, 5, 1984, 02, 03, 0.240
2.68, -97.420, 34.050, 5, 1984, 02, 10, 0.500
2.26, -96.358, 35.485, 5, 1984, 02, 20, 0.190
2.28, -96.300, 35.510, 5, 1984, 03, 03, 0.240
2.24, -96.315, 35.117, 5, 1984, 03, 16, 0.149
2.55, -97.358, 35.020, 5, 1984, 07, 13, 0.297
2.18, -97.326, 34.767, 5, 1984, 08, 17, 0.240
2.28, -97.502, 34.741, 5, 1984, 10, 04, 0.240
2.78, -97.410, 34.710, 5, 1984, 11, 20, 0.240
2.18, -97.427, 34.924, 5, 1985, 01, 24, 0.240
2.48, -98.412, 36.433, 5, 1985, 02, 10, 0.240
2.28, -95.339, 34.661, 5, 1985, 02, 28, 0.149
2.18, -97.484, 34.656, 5, 1985, 05, 03, 0.240
2.58, -97.529, 34.664, 5, 1985, 05, 05, 0.240
1.88, -97.455, 34.836, 5, 1985, 05, 05, 0.240
1.98, -97.482, 34.969, 5, 1985, 05, 06, 0.240
2.30, -95.008, 35.378, 5, 1985, 08, 06, 0.150
2.85, -99.037, 35.964, 5, 1985, 08, 11, 0.250
2.34, -97.498, 34.751, 5, 1985, 08, 20, 0.149
2.41, -97.468, 34.759, 5, 1985, 08, 20, 0.189
2.38, -97.476, 34.732, 5, 1985, 08, 20, 0.149
2.47, -97.482, 34.759, 5, 1985, 08, 21, 0.301
2.70, -97.482, 34.759, 5, 1985, 08, 21, 0.290
2.39, -97.844, 34.382, 5, 1985, 08, 28, 0.305
2.58, -95.059, 34.725, 5, 1985, 09, 23, 0.240
2.24, -97.459, 34.703, 5, 1985, 12, 31, 0.313
2.38, -97.459, 34.703, 5, 1985, 12, 31, 0.240
2.32, -97.459, 34.703, 5, 1985, 12, 31, 0.309
2.24, -97.459, 34.703, 5, 1985, 12, 31, 0.313
2.29, -97.460, 34.704, 5, 1985, 12, 31, 0.189
2.35, -97.490, 34.765, 5, 1985, 12, 31, 0.189
2.55, -97.554, 34.197, 5, 1986, 01, 03, 0.297
2.55, -97.646, 35.851, 5, 1986, 01, 03, 0.297
2.18, -97.456, 34.728, 5, 1986, 01, 26, 0.240
2.55, -97.472, 34.748, 5, 1986, 01, 26, 0.297
2.38, -97.878, 35.348, 5, 1986, 01, 27, 0.149
2.32, -97.417, 34.626, 5, 1986, 02, 24, 0.150
2.28, -96.752, 34.706, 5, 1986, 06, 30, 0.149
2.36, -96.620, 34.591, 5, 1986, 07, 26, 0.149
2.26, -96.483, 34.684, 5, 1986, 09, 02, 0.161
2.28, -96.503, 34.477, 5, 1986, 09, 04, 0.240
2.44, -96.370, 34.884, 5, 1986, 09, 16, 0.188
2.77, -96.580, 35.257, 5, 1986, 10, 07, 0.250
2.30, -97.421, 34.750, 5, 1986, 10, 13, 0.150
2.41, -97.328, 35.766, 5, 1986, 12, 04, 0.149
2.48, -96.676, 35.142, 5, 1986, 12, 21, 0.240
2.32, -97.576, 34.815, 5, 1987, 01, 06, 0.309
2.39, -97.425, 34.552, 5, 1987, 01, 10, 0.149
2.29, -97.517, 35.051, 5, 1987, 01, 17, 0.189
2.78, -98.097, 35.828, 5, 1987, 01, 24, 0.240
2.43, -96.234, 34.318, 5, 1987, 01, 29, 0.149
2.48, -96.331, 34.790, 5, 1987, 03, 14, 0.240
2.32, -97.421, 34.817, 5, 1987, 04, 22, 0.309
2.21, -97.460, 34.798, 5, 1987, 04, 22, 0.149
2.20, -97.749, 35.455, 5, 1987, 05, 15, 0.190
2.58, -97.380, 34.615, 5, 1987, 06, 01, 0.240
2.20, -95.289, 35.188, 5, 1987, 07, 05, 0.190
2.20, -97.536, 35.119, 5, 1987, 09, 21, 0.190
2.56, -97.904, 35.328, 5, 1987, 10, 23, 0.149
2.25, -96.589, 35.215, 5, 1987, 10, 29, 0.148
2.28, -97.394, 34.664, 5, 1987, 12, 06, 0.240
2.39, -97.348, 34.581, 5, 1987, 12, 07, 0.305
3.38, -98.024, 36.055, 5, 1987, 12, 08, 0.240
2.18, -98.030, 36.056, 5, 1987, 12, 08, 0.240
2.26, -95.512, 34.877, 5, 1987, 12, 16, 0.190
2.38, -97.462, 34.619, 5, 1987, 12, 29, 0.190
2.22, -96.624, 34.644, 5, 1988, 01, 06, 0.149
2.32, -96.573, 35.414, 5, 1988, 03, 24, 0.188
2.26, -98.543, 36.310, 5, 1988, 03, 30, 0.188
2.45, -97.471, 34.682, 5, 1988, 04, 29, 0.149
2.40, -97.473, 34.663, 5, 1988, 04, 29, 0.148
2.39, -98.710, 34.030, 5, 1988, 06, 18, 0.305
2.62, -99.660, 33.970, 5, 1988, 06, 19, 0.294
2.44, -98.710, 35.910, 5, 1988, 07, 05, 0.148
2.49, -96.144, 34.091, 5, 1988, 10, 13, 0.149
2.24, -95.707, 36.575, 5, 1989, 01, 05, 0.313
2.39, -97.775, 34.361, 5, 1989, 01, 31, 0.305
2.54, -97.472, 34.918, 5, 1989, 01, 31, 0.185
2.36, -96.253, 34.431, 5, 1989, 03, 08, 0.148
2.24, -97.562, 34.778, 5, 1989, 04, 14, 0.313
2.39, -97.562, 34.774, 5, 1989, 04, 14, 0.305
2.24, -97.414, 35.984, 5, 1989, 05, 18, 0.313
2.24, -96.517, 34.585, 5, 1989, 07, 06, 0.313
2.32, -98.108, 35.667, 5, 1989, 07, 09, 0.309
2.24, -97.453, 35.326, 5, 1989, 07, 16, 0.313
2.26, -98.883, 36.360, 5, 1989, 07, 19, 0.190
2.38, -98.981, 36.405, 5, 1989, 07, 20, 0.240
2.26, -98.946, 36.362, 5, 1989, 07, 20, 0.190
2.78, -98.876, 36.434, 5, 1989, 07, 20, 0.240
2.24, -98.818, 36.382, 5, 1989, 07, 22, 0.313
2.32, -98.818, 36.382, 5, 1989, 07, 22, 0.309
2.35, -97.507, 34.918, 5, 1989, 08, 07, 0.189
2.32, -96.146, 34.012, 5, 1989, 08, 29, 0.309
2.32, -97.314, 34.503, 5, 1989, 09, 16, 0.309
2.47, -99.634, 36.335, 5, 1989, 12, 15, 0.187
2.55, -98.093, 36.402, 5, 1990, 01, 08, 0.297
2.77, -98.827, 35.629, 5, 1990, 02, 07, 0.250
2.85, -96.239, 35.057, 5, 1990, 04, 02, 0.284
2.59, -97.578, 34.734, 5, 1990, 04, 19, 0.189
2.22, -97.394, 34.816, 5, 1990, 05, 25, 0.149
2.39, -97.483, 34.831, 5, 1990, 06, 22, 0.305
2.78, -99.905, 34.885, 5, 1990, 07, 17, 0.184
2.47, -96.578, 34.593, 5, 1990, 08, 12, 0.189
2.28, -97.585, 34.976, 5, 1990, 09, 04, 0.191
2.18, -95.530, 34.800, 5, 1990, 09, 16, 0.240
2.24, -98.042, 35.941, 5, 1990, 10, 02, 0.313
2.92, -97.503, 34.777, 5, 1990, 10, 11, 0.151
2.39, -97.677, 34.794, 10, 1990, 11, 15, 0.305
3.28, -97.590, 34.760, 5, 1990, 11, 15, 0.240
2.47, -97.611, 34.787, 5, 1990, 11, 16, 0.187
2.26, -97.644, 34.836, 5, 1990, 11, 20, 0.149
2.34, -97.570, 34.668, 5, 1990, 11, 22, 0.149
2.68, -97.300, 36.378, 5, 1991, 01, 24, 0.240
2.39, -99.644, 35.511, 5, 1991, 03, 14, 0.305
2.70, -100.603, 36.659, 5, 1991, 03, 15, 0.290
2.47, -97.635, 34.812, 5, 1991, 04, 21, 0.187
2.39, -97.605, 34.714, 5, 1991, 04, 22, 0.305
2.39, -98.442, 35.098, 5, 1991, 04, 22, 0.305
2.55, -97.585, 34.768, 5, 1991, 04, 22, 0.297
2.47, -97.585, 34.741, 5, 1991, 04, 22, 0.301
2.62, -97.632, 34.799, 5, 1991, 04, 22, 0.294
2.31, -96.897, 35.627, 5, 1991, 05, 05, 0.185
2.26, -97.264, 36.256, 5, 1991, 07, 05, 0.190
2.30, -95.956, 34.477, 5, 1991, 07, 20, 0.149
2.25, -97.475, 36.423, 5, 1991, 08, 08, 0.148
2.37, -97.667, 34.741, 5, 1991, 10, 03, 0.149
2.26, -97.592, 34.768, 5, 1991, 12, 09, 0.190
2.24, -97.600, 34.752, 5, 1991, 12, 09, 0.313
2.39, -97.702, 34.893, 5, 1991, 12, 09, 0.149
2.26, -97.585, 34.026, 5, 1992, 01, 22, 0.188
2.26, -97.577, 34.039, 5, 1992, 02, 26, 0.149
2.55, -97.569, 34.049, 5, 1992, 03, 24, 0.297
2.32, -94.892, 34.038, 5, 1992, 05, 30, 0.190
2.59, -97.581, 33.994, 5, 1992, 05, 30, 0.187
2.93, -96.421, 35.261, 5, 1992, 06, 30, 0.250
2.27, -99.702, 35.869, 5, 1992, 07, 10, 0.186
2.24, -97.623, 36.099, 5, 1992, 07, 17, 0.313
2.38, -96.623, 34.618, 5, 1992, 08, 09, 0.199
3.08, -97.453, 34.982, 5, 1992, 08, 10, 0.250
2.55, -96.723, 35.974, 5, 1992, 10, 03, 0.297
2.23, -98.440, 35.199, 5, 1992, 10, 04, 0.149
3.00, -97.503, 36.402, 5, 1992, 10, 05, 0.250
2.32, -96.112, 35.321, 5, 1992, 10, 05, 0.309
2.26, -97.717, 34.921, 5, 1992, 11, 21, 0.188
2.28, -97.676, 34.837, 5, 1992, 11, 23, 0.149
2.28, -97.600, 34.756, 5, 1992, 12, 17, 0.240
3.18, -97.581, 34.744, 5, 1992, 12, 17, 0.240
2.39, -99.063, 34.657, 5, 1992, 12, 18, 0.305
2.93, -98.275, 35.595, 5, 1993, 01, 14, 0.164
2.78, -98.275, 36.595, 5, 1993, 01, 14, 0.240
2.50, -95.020, 34.860, 5, 1993, 01, 21, 0.188
2.62, -97.541, 34.716, 5, 1993, 02, 13, 0.294
2.55, -97.573, 34.748, 5, 1993, 02, 13, 0.297
2.32, -97.456, 34.790, 5, 1993, 02, 14, 0.309
2.38, -95.930, 35.210, 5, 1993, 03, 11, 0.240
2.24, -95.949, 35.301, 5, 1993, 03, 11, 0.313
2.20, -97.666, 34.835, 5, 1993, 03, 24, 0.190
2.29, -97.514, 34.911, 5, 1993, 04, 06, 0.189
2.50, -97.463, 34.593, 5, 1993, 05, 07, 0.188
2.54, -97.541, 34.738, 5, 1993, 05, 07, 0.150
2.54, -97.533, 34.898, 5, 1993, 05, 09, 0.149
2.22, -97.428, 34.792, 5, 1993, 06, 10, 0.191
2.32, -97.460, 34.854, 5, 1993, 07, 09, 0.309
2.52, -97.158, 34.038, 5, 1993, 07, 14, 0.185
2.34, -97.713, 34.859, 5, 1993, 10, 14, 0.151
2.77, -98.173, 36.546, 5, 1993, 10, 19, 0.148
2.62, -97.436, 34.847, 5, 1993, 10, 30, 0.149
2.32, -98.849, 36.898, 5, 1993, 11, 11, 0.309
2.24, -97.557, 36.091, 5, 1993, 12, 03, 0.313
2.26, -97.401, 34.839, 5, 1993, 12, 06, 0.150
2.70, -98.005, 35.934, 5, 1993, 12, 07, 0.290
2.35, -97.502, 34.648, 5, 1993, 12, 20, 0.189
2.32, -97.456, 34.524, 5, 1993, 12, 20, 0.309
2.34, -97.416, 34.976, 5, 1994, 01, 11, 0.149
2.35, -97.686, 34.773, 5, 1994, 02, 24, 0.148
2.39, -98.819, 35.547, 5, 1994, 04, 05, 0.305
2.28, -97.725, 34.690, 5, 1994, 04, 14, 0.149
2.53, -97.733, 34.643, 5, 1994, 04, 14, 0.189
2.45, -97.714, 34.643, 5, 1994, 04, 15, 0.150
2.24, -97.741, 34.670, 5, 1994, 04, 15, 0.150
2.62, -97.737, 34.648, 5, 1994, 04, 15, 0.294
2.50, -97.713, 34.601, 5, 1994, 04, 15, 0.192
2.85, -97.713, 34.663, 5, 1994, 04, 16, 0.147
2.47, -97.655, 34.823, 5, 1994, 04, 26, 0.301
2.48, -98.090, 36.250, 5, 1994, 04, 29, 0.240
2.62, -97.632, 34.760, 5, 1994, 05, 04, 0.294
2.24, -97.467, 34.662, 5, 1994, 05, 17, 0.313
2.55, -98.102, 35.565, 5, 1994, 05, 23, 0.297
2.55, -97.635, 34.881, 5, 1994, 05, 24, 0.297
2.48, -97.557, 34.676, 5, 1994, 07, 04, 0.240
2.24, -99.960, 35.159, 5, 1994, 08, 08, 0.313
2.39, -97.710, 34.768, 5, 1994, 09, 23, 0.305
2.24, -97.684, 34.815, 5, 1994, 09, 23, 0.313
2.47, -97.494, 34.882, 5, 1994, 10, 01, 0.150
2.35, -97.471, 34.679, 5, 1994, 10, 13, 0.151
2.55, -99.058, 35.954, 5, 1994, 11, 13, 0.297
2.39, -97.523, 34.794, 5, 1994, 12, 20, 0.305
2.24, -97.519, 34.805, 5, 1994, 12, 20, 0.313
2.32, -97.534, 34.830, 5, 1994, 12, 20, 0.309
2.39, -97.538, 34.759, 5, 1994, 12, 20, 0.305
2.24, -97.523, 34.770, 5, 1994, 12, 20, 0.313
2.24, -97.503, 34.792, 5, 1994, 12, 20, 0.313
2.55, -97.531, 34.778, 5, 1994, 12, 20, 0.297
2.24, -97.491, 34.762, 5, 1994, 12, 20, 0.313
2.77, -97.499, 34.700, 5, 1994, 12, 22, 0.287
2.22, -97.463, 34.671, 5, 1994, 12, 23, 0.150
2.53, -96.184, 35.451, 5, 1995, 01, 06, 0.187
3.68, -97.596, 34.774, 5, 1995, 01, 18, 0.240
2.64, -97.413, 34.676, 5, 1995, 01, 18, 0.149
2.47, -97.583, 34.934, 5, 1995, 02, 14, 0.301
2.24, -97.753, 34.748, 5, 1995, 02, 14, 0.313
2.39, -97.694, 34.692, 5, 1995, 02, 14, 0.305
2.24, -97.714, 34.791, 5, 1995, 02, 15, 0.313
2.32, -97.768, 34.760, 5, 1995, 02, 15, 0.309
2.50, -97.517, 34.739, 5, 1995, 02, 23, 0.149
2.32, -98.466, 36.460, 5, 1995, 02, 24, 0.309
2.48, -99.600, 36.900, 5, 1995, 03, 23, 0.240
2.22, -97.678, 34.835, 5, 1995, 03, 30, 0.149
2.53, -97.729, 34.820, 5, 1995, 03, 30, 0.187
2.32, -97.077, 34.380, 5, 1995, 03, 31, 0.309
2.48, -96.619, 34.210, 5, 1995, 04, 02, 0.150
2.32, -96.559, 34.099, 5, 1995, 04, 02, 0.150
2.32, -97.124, 34.312, 5, 1995, 04, 04, 0.309
2.24, -97.776, 35.279, 5, 1995, 04, 04, 0.313
2.48, -99.028, 35.200, 5, 1995, 04, 05, 0.240
2.32, -97.769, 34.762, 5, 1995, 04, 20, 0.309
2.26, -97.779, 34.759, 5, 1995, 04, 20, 0.150
2.68, -96.732, 34.287, 5, 1995, 06, 01, 0.240
